Product ID,Customer ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Quantity,Price,Discount,Profit,Order Year,Customer Name,Country,Category,Sub-Category
OFF-SU-10003505,AH-10075,4010,CA-2016-144015,26/6/2016,26/6/2016,Same Day,2,231.72,0.0,11.59,2016,Ad.       ..am Hart,United States,Office Supplies,Supplies
OFF-PA-10001972,AH-10075,3355,CA-2016-147109,17/12/2016,21/12/2016,Standard Class,10,51.84,0.2,18.14,2016,Ad.       ..am Hart,United States,Office Supplies,Paper
FUR-TA-10004915,AH-10075,3302,CA-2017-125451,23/10/2017,24/10/2017,First Class,3,637.896,0.3,-127.58,2017,Ad.       ..am Hart,United States,Furniture,Tables
FUR-TA-10001039,AH-10075,3160,CA-2017-125451,23/10/2017,24/10/2017,First Class,4,240.744,0.3,-13.76,2017,Ad.       ..am Hart,United States,Furniture,Tables
TEC-AC-10002942,AH-10075,2842,CA-2016-147109,17/12/2016,21/12/2016,Standard Class,3,165.6,0.2,-6.21,2016,Ad.       ..am Hart,United States,Technology,Accessories
OFF-FA-10000624,AH-10075,2369,CA-2016-144015,26/6/2016,26/6/2016,Same Day,5,17.9,0.0,8.95,2016,Ad.       ..am Hart,United States,Office Supplies,Fasteners
FUR-FU-10004460,AH-10075,2279,CA-2017-118857,15/4/2017,18/4/2017,First Class,5,196.45,0.0,70.72,2017,Ad.       ..am Hart,United States,Furniture,Furnishings
FUR-FU-10004963,AH-10075,1142,CA-2017-125451,23/10/2017,24/10/2017,First Class,4,35.0,0.0,14.7,2017,Ad.       ..am Hart,United States,Furniture,Furnishings
OFF-PA-10001526,AH-10075,337,CA-2017-145702,19/5/2017,24/5/2017,Second Class,7,27.888,0.2,10.0,2017,Ad.       ..am Hart,United States,Office Supplies,Paper
OFF-AR-10001919,AH-10075,250,CA-2015-161795,21/12/2015,23/12/2015,Second Class,2,3.008,0.2,0.34,2015,Ad.       ..am Hart,United States,Office Supplies,Art
OFF-PA-10002968,PF-19165,9416,CA-2015-101707,27/8/2015,1/9/2015,Standard Class,5,114.2,0.0,52.53,2015,Philip Fox,United States,Office Supplies,Paper
FUR-TA-10004534,PF-19165,8746,US-2014-134614,20/9/2014,25/9/2014,Standard Class,6,617.7,0.5,-407.68,2014,Philip Fox,United States,Furniture,Tables
TEC-AC-10002001,PF-19165,7731,CA-2016-138233,9/11/2016,14/11/2016,Standard Class,3,479.97,0.0,177.59,2016,Philip Fox,United States,Technology,Accessories
OFF-AR-10004344,PF-19165,7408,CA-2016-162355,30/6/2016,2/7/2016,Second Class,3,35.97,0.0,9.71,2016,Philip Fox,United States,Office Supplies,Art
OFF-SU-10001218,PF-19165,7086,CA-2015-101707,27/8/2015,1/9/2015,Standard Class,3,32.94,0.0,9.22,2015,Philip Fox,United States,Office Supplies,Supplies
FUR-FU-10004848,PF-19165,6804,CA-2017-118437,17/6/2017,21/6/2017,Second Class,3,155.25,0.0,46.58,2017,Philip Fox,United States,Furniture,Furnishings
OFF-ST-10003722,PF-19165,5549,CA-2017-118437,17/6/2017,21/6/2017,Second Class,1,14.03,0.0,4.07,2017,Philip Fox,United States,Office Supplies,Storage
FUR-BO-10004695,PF-19165,4371,CA-2016-162355,30/6/2016,2/7/2016,Second Class,7,1266.86,0.0,291.38,2016,Philip Fox,United States,Furniture,Bookcases
TEC-AC-10001590,PF-19165,2753,CA-2015-111458,26/9/2015,30/9/2015,Standard Class,2,50.0,0.0,12.0,2015,Philip Fox,United States,Technology,Accessories
OFF-LA-10000134,PF-19165,1538,CA-2015-101707,27/8/2015,1/9/2015,Standard Class,1,3.08,0.0,1.48,2015,Philip Fox,United States,Office Supplies,Labels
TEC-AC-10000158,SC-20680,8170,CA-2017-128475,26/8/2017,1/9/2017,Standard Class,2,71.98,0.0,15.12,2017,Steve Carroll,United States,Technology,Accessories
OFF-FA-10000735,SC-20680,6621,CA-2016-143924,28/7/2016,3/8/2016,Standard Class,7,20.44,0.0,9.2,2016,Steve Carroll,United States,,
OFF-PA-10002120,SC-20680,5001,CA-2016-143924,28/7/2016,3/8/2016,Standard Class,2,109.92,0.0,53.86,2016,Steve Carroll,United States,Office Supplies,Paper
OFF-PA-10001609,SC-20680,2719,CA-2014-154781,21/11/2014,26/11/2014,Standard Class,2,6.58,0.0,3.03,2014,Steve Carroll,United States,Office Supplies,Paper
TEC-AC-10000474,SC-20680,1879,CA-2014-154781,21/11/2014,26/11/2014,Standard Class,1,94.99,0.0,28.5,2014,Steve Carroll,United States,Technology,Accessories
OFF-ST-10001328,SC-20680,1854,CA-2016-155383,17/12/2016,22/12/2016,Standard Class,3,46.53,0.0,13.03,2016,Steve Carroll,United States,Office Supplies,Storage
TEC-PH-10004120,SC-20680,1196,US-2015-164308,24/9/2015,27/9/2015,First Class,6,821.94,0.0,213.7,2015,Steve Carroll,United States,Technology,Phones
FUR-FU-10003535,SC-20680,675,CA-2016-113726,24/11/2016,1/12/2016,Standard Class,3,82.26,0.0,33.73,2016,Steve Carroll,United States,Furniture,Furnishings
TEC-PH-10004586,JR-15700,3818,CA-2017-117079,23/10/2017,27/10/2017,Standard Class,3,863.88,0.2,107.99,2017,Jocasta Rupert,United States,Technology,Phones
OFF-ST-10000129,AB-10105,9311,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,2,177.648,0.2,-28.87,2015,Adrian Barton,United States,Office Supplies,Storage
OFF-BI-10000545,AB-10105,9231,CA-2016-117121,17/12/2016,21/12/2016,Standard Class,13,9892.74,0.0,4946.37,2016,Adrian Barton,United States,Office Supplies,Binders
TEC-PH-10002200,AB-10105,8834,CA-2017-121643,18/5/2017,20/5/2017,First Class,2,344.704,0.2,38.78,2017,Adrian Barton,United States,Technology,Phones
OFF-ST-10003994,AB-10105,8743,CA-2016-147431,2/2/2016,7/2/2016,Standard Class,2,117.96,0.0,5.9,2016,Adrian Barton,United States,Office Supplies,Storage
TEC-PH-10002415,AB-10105,7685,CA-2017-153822,19/9/2017,25/9/2017,Standard Class,2,471.92,0.2,29.0,2017,Adrian Barton,United States,Technology,Phones
FUR-FU-10000193,AB-10105,7420,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,5,64.96,0.6,-84.45,2015,Adrian Barton,United States,Furniture,Furnishings
FUR-TA-10002356,AB-10105,7229,US-2016-122245,25/9/2016,30/9/2016,Standard Class,3,393.165,0.5,-204.0,2016,Adrian Barton,United States,Furniture,Tables
TEC-AC-10000682,AB-10105,6292,CA-2017-140781,3/8/2017,7/8/2017,Standard Class,3,39.816,0.2,7.47,2017,Adrian Barton,United States,Technology,Accessories
OFF-BI-10000088,AB-10105,5311,CA-2017-101042,19/11/2017,23/11/2017,Standard Class,2,21.96,0.0,10.76,2017,Adrian Barton,United States,Office Supplies,Binders
FUR-FU-10004665,AB-10105,4708,CA-2017-101042,19/11/2017,23/11/2017,Standard Class,6,821.88,0.0,213.69,2017,Adrian Barton,United States,Furniture,Furnishings
OFF-AR-10001683,AB-10105,4330,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,3,23.64,0.2,5.32,2015,Adrian Barton,United States,Office Supplies,Art
TEC-MA-10001016,AB-10105,4032,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,3,287.91,0.4,33.59,2015,Adrian Barton,United States,Technology,Machines
OFF-ST-10001713,AB-10105,3031,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,2,84.784,0.2,-16.96,2015,Adrian Barton,United States,Office Supplies,Storage
OFF-LA-10003720,AB-10105,2891,CA-2014-103100,20/12/2014,23/12/2014,First Class,1,3.69,0.0,1.73,2014,Adrian Barton,United States,Office Supplies,Labels
TEC-AC-10000109,AB-10105,2168,CA-2017-153822,19/9/2017,25/9/2017,Standard Class,2,89.584,0.2,4.48,2017,Adrian Barton,United States,Technology,Accessories
OFF-BI-10000474,AB-10105,1456,CA-2015-163181,7/11/2015,12/11/2015,Standard Class,10,32.06,0.8,-51.3,2015,Adrian Barton,United States,Office Supplies,Binders
OFF-ST-10000321,AB-10105,858,CA-2017-153822,19/9/2017,25/9/2017,Standard Class,2,12.624,0.2,-2.52,2017,Adrian Barton,United States,Office Supplies,Storage
OFF-BI-10004600,AB-10105,651,CA-2014-103100,20/12/2014,23/12/2014,First Class,3,1103.97,0.0,497.0,2014,Adrian Barton,United States,Office Supplies,Binders
TEC-PH-10001619,AB-10105,627,CA-2017-126788,5/6/2017,6/6/2017,First Class,3,470.376,0.2,52.92,2017,Adrian Barton,United States,Technology,Phones
OFF-BI-10001460,AB-10105,13,CA-2017-153822,19/9/2017,25/9/2017,Standard Class,4,18.18,0.7,-13.94,2017,Adrian Barton,United States,Office Supplies,Binders
OFF-BI-10001116,PT-19090,7508,CA-2017-145093,21/7/2017,26/7/2017,Standard Class,2,2.112,0.8,-3.38,2017,Pete@#$ Takahito,United States,Office Supplies,Binders
OFF-PA-10000380,PT-19090,7326,CA-2017-103065,20/10/2017,20/10/2017,Same Day,1,6.672,0.2,2.5,2017,Pete@#$ Takahito,United States,Office Supplies,Paper
OFF-BI-10004040,PT-19090,6985,US-2014-150924,12/9/2014,16/9/2014,Second Class,5,5.18,0.8,-8.03,2014,Pete@#$ Takahito,United States,Office Supplies,Binders
FUR-FU-10000175,PT-19090,6765,CA-2017-103065,20/10/2017,20/10/2017,Same Day,4,43.936,0.2,6.04,2017,Pete@#$ Takahito,United States,Furniture,Furnishings
OFF-AR-10003251,PT-19090,6463,CA-2017-103065,20/10/2017,20/10/2017,Same Day,2,4.448,0.2,1.11,2017,Pete@#$ Takahito,United States,Office Supplies,Art
OFF-ST-10000617,PT-19090,3409,CA-2017-103065,20/10/2017,20/10/2017,Same Day,2,4.768,0.2,-0.77,2017,Pete@#$ Takahito,United States,Office Supplies,Storage
OFF-ST-10003479,PT-19090,1258,US-2016-152373,5/9/2016,11/9/2016,Standard Class,3,93.456,0.2,-17.52,2016,Pete@#$ Takahito,United States,Office Supplies,Storage
OFF-AR-10003158,SG-20605,9701,CA-2017-139493,13/9/2017,19/9/2017,Standard Class,5,15.92,0.2,2.79,2017,Speros Goranitis,United States,Office Supplies,Art
OFF-PA-10000295,SG-20605,7431,CA-2014-169446,19/12/2014,25/12/2014,Standard Class,3,15.552,0.2,5.44,2014,Speros Goranitis,United States,Office Supplies,Paper
OFF-BI-10000666,SG-20605,6048,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,2,48.896,0.2,18.34,2014,Speros Goranitis,United States,Office Supplies,Binders
FUR-FU-10002878,SG-20605,5772,US-2015-127040,6/12/2015,10/12/2015,Standard Class,4,113.92,0.0,42.15,2015,Speros Goranitis,United States,Furniture,Furnishings
OFF-PA-10001184,SG-20605,5523,US-2015-127040,6/12/2015,10/12/2015,Standard Class,7,41.86,0.0,20.51,2015,Speros Goranitis,United States,Office Supplies,Paper
OFF-BI-10003712,SG-20605,5520,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,2,7.856,0.2,2.85,2014,Speros Goranitis,United States,Office Supplies,Binders
TEC-AC-10000158,SG-20605,5423,CA-2017-125381,25/4/2017,27/4/2017,Second Class,3,107.97,0.0,22.67,2017,Speros Goranitis,United States,Technology,Accessories
OFF-PA-10004255,SG-20605,4456,US-2015-127040,6/12/2015,10/12/2015,Standard Class,1,6.48,0.0,3.11,2015,Speros Goranitis,United States,Office Supplies,Paper
TEC-AC-10002637,SG-20605,4267,US-2015-127040,6/12/2015,10/12/2015,Standard Class,9,1619.91,0.0,97.19,2015,Speros Goranitis,United States,Technology,Accessories
OFF-ST-10000419,SG-20605,3427,CA-2014-169446,19/12/2014,25/12/2014,Standard Class,3,32.592,0.2,-7.74,2014,Speros Goranitis,United States,Office Supplies,Storage
TEC-PH-10002817,SG-20605,2326,CA-2014-169446,19/12/2014,25/12/2014,Standard Class,3,324.0,0.2,36.45,2014,Speros Goranitis,United States,Technology,Phones
TEC-PH-10000984,SG-20605,969,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,4,783.96,0.0,219.51,2014,Speros Goranitis,United States,Technology,Phones
OFF-FA-10003467,SG-20605,733,CA-2014-146997,23/1/2014,27/1/2014,Standard Class,3,5.94,0.0,0.0,2014,Speros Goranitis,United States,Office Supplies,Fasteners
FUR-FU-10000221,MH-17785,9276,CA-2014-159478,30/9/2014,6/10/2014,Standard Class,3,15.24,0.0,5.18,2014,Maya Herman,United States,Furniture,Furnishings
OFF-BI-10003963,MH-17785,5738,CA-2015-138954,15/11/2015,17/11/2015,First Class,6,34.944,0.2,11.79,2015,Maya Herman,United States,Office Supplies,Binders
OFF-PA-10001846,MH-17785,5266,CA-2017-103520,23/9/2017,25/9/2017,First Class,2,9.248,0.2,3.35,2017,Maya Herman,United States,Office Supplies,Paper
OFF-AR-10001955,MH-17785,4441,CA-2015-138954,15/11/2015,17/11/2015,First Class,6,119.04,0.0,35.71,2015,Maya Herman,United States,Office Supplies,Art
FUR-TA-10003008,MH-17785,3862,CA-2014-124702,18/11/2014,25/11/2014,Standard Class,4,730.2,0.0,94.93,2014,Maya Herman,United States,Furniture,Tables
OFF-PA-10004071,MH-17785,3354,CA-2015-154144,20/12/2015,24/12/2015,Standard Class,1,55.48,0.0,26.63,2015,Maya Herman,United States,Office Supplies,Paper
FUR-TA-10002607,MH-17785,3326,CA-2014-124429,27/5/2014,27/5/2014,Same Day,10,567.12,0.2,-28.36,2014,Maya Herman,United States,Furniture,Tables
OFF-ST-10003058,MH-17785,2236,CA-2015-138954,15/11/2015,17/11/2015,First Class,3,70.95,0.0,20.58,2015,Maya Herman,United States,Office Supplies,Storage
FUR-FU-10003553,MH-17785,2047,CA-2014-124702,18/11/2014,25/11/2014,Standard Class,2,137.54,0.0,55.02,2014,Maya Herman,United States,Furniture,Furnishings
OFF-ST-10001272,MH-17785,1802,CA-2016-108959,10/3/2016,14/3/2016,Second Class,1,104.696,0.2,7.0,2016,Maya Herman,United States,Office Supplies,Storage
OFF-ST-10001809,MH-17785,218,CA-2014-124429,27/5/2014,27/5/2014,Same Day,4,359.32,0.0,7.19,2014,Maya Herman,United States,Office Supplies,Storage
TEC-AC-10003832,KB-16240,9143,CA-2017-162015,11/7/2017,18/7/2017,Standard Class,5,1287.45,0.0,244.62,2017,Karen Bern,United States,Technology,Accessories
FUR-CH-10000595,KB-16240,8922,CA-2015-102848,7/11/2015,9/11/2015,Second Class,1,190.72,0.2,11.92,2015,Karen Bern,United States,Furniture,Chairs
FUR-FU-10000723,KB-16240,8754,CA-2016-125017,6/2/2016,11/2/2016,Standard Class,4,132.224,0.2,-18.18,2016,Karen Bern,United States,Furniture,Furnishings
OFF-EN-10000483,KB-16240,7979,CA-2015-134922,7/11/2015,11/11/2015,Standard Class,2,24.4,0.2,7.93,2015,Karen Bern,United States,Office Supplies,Envelopes
OFF-BI-10001097,KB-16240,7386,CA-2014-101770,31/3/2014,4/4/2014,Standard Class,1,1.869,0.7,-1.0,2014,Karen Bern,United States,Office Supplies,Binders
OFF-AP-10003040,KB-16240,6879,CA-2017-162015,11/7/2017,18/7/2017,Standard Class,5,168.1,0.0,43.71,2017,Karen Bern,United States,Office Supplies,Appliances
TEC-AC-10002305,KB-16240,6188,CA-2017-142034,24/9/2017,28/9/2017,Standard Class,4,72.0,0.0,12.96,2017,Karen Bern,United States,Technology,Accessories
TEC-AC-10000990,KB-16240,6180,CA-2017-142034,24/9/2017,28/9/2017,Standard Class,5,655.9,0.0,275.48,2017,Karen Bern,United States,Technology,Accessories
FUR-CH-10000665,KB-16240,4552,CA-2017-142034,24/9/2017,28/9/2017,Standard Class,4,603.92,0.0,181.18,2017,Karen Bern,United States,Furniture,Chairs
OFF-PA-10004285,KB-16240,3737,CA-2017-136238,26/12/2017,1/1/2018,Standard Class,3,16.032,0.2,5.61,2017,Karen Bern,United States,Office Supplies,Paper
OFF-PA-10003543,JM-15535,8675,CA-2014-132962,13/9/2014,16/9/2014,First Class,3,15.552,0.2,5.44,2014,Jessica Myrick,United States,Office Supplies,Paper
OFF-BI-10001900,JM-15535,8254,CA-2015-148712,17/4/2015,23/4/2015,Standard Class,13,62.296,0.2,21.02,2015,Jessica Myrick,United States,Office Supplies,Binders
OFF-AR-10000614,JM-15535,6983,CA-2015-148712,17/4/2015,23/4/2015,Standard Class,3,10.71,0.0,2.78,2015,Jessica Myrick,United States,Office Supplies,Art
FUR-FU-10004270,JM-15535,6377,CA-2017-103611,12/9/2017,15/9/2017,First Class,2,8.36,0.0,3.01,2017,Jessica Myrick,United States,Furniture,Furnishings
FUR-BO-10003159,JM-15535,4378,CA-2015-138534,17/7/2015,19/7/2015,Second Class,2,195.466,0.15,-13.8,2015,Jessica Myrick,United States,Furniture,Bookcases
FUR-BO-10003441,JM-15535,3134,CA-2016-108735,17/4/2016,21/4/2016,Standard Class,3,257.499,0.15,24.24,2016,Jessica Myrick,United States,Furniture,Bookcases
