Product ID,Customer ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Quantity,Price,Discount,Profit,Order Year,Customer Name,Country,Category,Sub-Category
OFF-ST-10000991,BS-11365,4841,US-2014-143581,19/8/2014,23/8/2014,Standard Class,3,344.91,0.0,10.35,2014,Bi 8761l Shonely,United States,Office Supplies,Storage
TEC-MA-10001047,BS-11365,4634,US-2016-107440,16/4/2016,20/4/2016,Standard Class,7,9099.93,0.0,2365.98,2016,Bi 8761l Shonely,United States,Technology,Machines
OFF-AP-10000696,BS-11365,2346,US-2014-148194,4/5/2014,7/5/2014,First Class,4,57.68,0.0,19.03,2014,Bi 8761l Shonely,United States,Office Supplies,Appliances
OFF-BI-10002432,BS-11365,1655,US-2016-107440,16/4/2016,20/4/2016,Standard Class,5,25.3,0.0,11.89,2016,Bi 8761l Shonely,United States,Office Supplies,Binders
TEC-AC-10004877,BS-11365,1584,CA-2016-149965,20/6/2016,25/6/2016,Standard Class,1,7.0,0.0,0.55,2016,Bi 8761l Shonely,United States,Technology,Accessories
FUR-CH-10000988,BS-11365,483,CA-2014-168130,19/9/2014,19/9/2014,Same Day,7,887.0,0.1,177.42,2014,Bi 8761l Shonely,United States,Furniture,Chairs
FUR-FU-10002364,TS-21610,9966,CA-2017-124191,12/6/2017,14/6/2017,Second Class,3,8.856,0.6,-6.86,2017,Troy Staebel,United States,Furniture,Furnishings
OFF-BI-10003274,TS-21610,9568,US-2017-107272,5/11/2017,12/11/2017,Standard Class,2,2.388,0.7,-1.83,2017,Troy Staebel,United States,Office Supplies,Binders
OFF-BI-10001036,TS-21610,8267,CA-2016-110023,9/9/2016,11/9/2016,First Class,2,14.624,0.2,5.48,2016,Troy Staebel,United States,Office Supplies,Binders
FUR-FU-10001424,TS-21610,7938,CA-2017-163160,13/10/2017,16/10/2017,First Class,3,10.0,0.6,-7.0,2017,Troy Staebel,United States,Furniture,Furnishings
OFF-ST-10002974,TS-21610,7926,US-2017-107272,5/11/2017,12/11/2017,Standard Class,7,243.992,0.2,30.5,2017,Troy Staebel,United States,Office Supplies,Storage
OFF-PA-10003127,TS-21610,7221,CA-2017-163160,13/10/2017,16/10/2017,First Class,3,63.312,0.2,20.58,2017,Troy Staebel,United States,,
OFF-BI-10000778,TS-21610,6466,CA-2017-163160,13/10/2017,16/10/2017,First Class,4,96.784,0.8,-145.18,2017,Troy Staebel,United States,Office Supplies,Binders
FUR-CH-10000015,TS-21610,5864,CA-2017-105214,16/6/2017,19/6/2017,First Class,7,1212.96,0.2,90.97,2017,Troy Staebel,United States,Furniture,Chairs
FUR-TA-10001539,TS-21610,5504,CA-2014-142839,16/8/2014,20/8/2014,Standard Class,6,853.092,0.4,-227.49,2014,Troy Staebel,United States,Furniture,Tables
OFF-ST-10002790,TS-21610,4236,CA-2016-131093,17/9/2016,20/9/2016,Second Class,5,295.4,0.2,-62.77,2016,Troy Staebel,United States,Office Supplies,Storage
OFF-PA-10001776,TS-21610,545,CA-2017-105214,16/6/2017,19/6/2017,First Class,2,18.0,0.0,8.71,2017,Troy Staebel,United States,Office Supplies,Paper
OFF-ST-10004946,BT-11530,8534,CA-2014-146864,22/12/2014,26/12/2014,Standard Class,4,216.4,0.0,56.26,2014,Bradley Talbott,United States,Office Supplies,Storage
TEC-AC-10002402,BT-11530,7512,CA-2017-123029,30/9/2017,2/10/2017,Second Class,2,159.98,0.0,47.99,2017,Bradley Talbott,United States,Technology,Accessories
TEC-PH-10004447,BT-11530,7470,CA-2017-117212,26/2/2017,28/2/2017,Second Class,8,889.536,0.2,66.72,2017,Bradley Talbott,United States,Technology,Phones
OFF-PA-10000682,BT-11530,6678,CA-2017-117212,26/2/2017,28/2/2017,Second Class,4,23.12,0.0,11.33,2017,Bradley Talbott,United States,Office Supplies,Paper
TEC-AC-10000171,BT-11530,6293,CA-2016-148208,22/1/2016,27/1/2016,Standard Class,3,55.176,0.2,15.86,2016,Bradley Talbott,United States,Technology,Accessories
FUR-CH-10003973,BT-11530,6189,CA-2017-117212,26/2/2017,28/2/2017,Second Class,3,892.224,0.2,89.22,2017,Bradley Talbott,United States,Furniture,Chairs
OFF-AR-10003514,BT-11530,6121,CA-2014-104780,21/5/2014,25/5/2014,Standard Class,8,31.84,0.0,10.51,2014,Bradley Talbott,United States,Office Supplies,Art
OFF-AP-10004532,BT-11530,2765,CA-2017-117212,26/2/2017,28/2/2017,Second Class,4,81.92,0.0,22.12,2017,Bradley Talbott,United States,Office Supplies,Appliances
OFF-PA-10001970,BT-11530,1921,CA-2017-117212,26/2/2017,28/2/2017,Second Class,4,223.92,0.0,109.72,2017,Bradley Talbott,United States,Office Supplies,Paper
TEC-PH-10004093,BT-11530,914,CA-2016-148208,22/1/2016,27/1/2016,Standard Class,4,110.0,0.4,-20.24,2016,Bradley Talbott,United States,Technology,Phones
FUR-CH-10000454,Dl-13600,9475,CA-2016-120530,7/4/2016,12/4/2016,Standard Class,3,658.746,0.1,146.39,2016,Dorris liebe,United States,Furniture,Chairs
OFF-AP-10002203,Dl-13600,9428,US-2017-155299,8/6/2017,12/6/2017,Standard Class,2,1.624,0.8,-4.47,2017,Dorris liebe,United States,Office Supplies,Appliances
OFF-ST-10002957,Dl-13600,9003,CA-2014-133424,30/3/2014,4/4/2014,Standard Class,3,15.84,0.0,0.0,2014,Dorris liebe,United States,Office Supplies,Storage
OFF-BI-10003355,Dl-13600,8658,CA-2014-153150,1/7/2014,6/7/2014,Second Class,5,19.92,0.2,6.97,2014,Dorris liebe,United States,Office Supplies,Binders
FUR-FU-10002960,Dl-13600,8120,CA-2017-114552,2/9/2017,8/9/2017,Standard Class,3,15.072,0.2,4.14,2017,Dorris liebe,United States,Furniture,Furnishings
OFF-LA-10002312,Dl-13600,5115,CA-2014-133424,30/3/2014,4/4/2014,Standard Class,3,44.4,0.0,22.2,2014,Dorris liebe,United States,Office Supplies,Labels
OFF-AR-10004511,RF-19345,9768,US-2014-114188,20/5/2014,22/5/2014,Second Class,9,38.52,0.0,11.94,2014,Randy Ferguson,United States,Office Supplies,Art
OFF-BI-10004519,RF-19345,9726,CA-2015-106187,23/6/2015,29/6/2015,Standard Class,1,165.98,0.0,74.69,2015,Randy Ferguson,United States,Office Supplies,Binders
OFF-LA-10001641,RF-19345,8424,CA-2016-122518,4/3/2016,8/3/2016,Second Class,4,10.08,0.2,3.53,2016,Randy Ferguson,United States,Office Supplies,Labels
TEC-AC-10001590,RF-19345,8212,CA-2015-106187,23/6/2015,29/6/2015,Standard Class,3,75.0,0.0,18.0,2015,Randy Ferguson,United States,Technology,Accessories
OFF-LA-10004853,RF-19345,7495,CA-2016-145009,5/12/2016,8/12/2016,Second Class,3,11.952,0.2,4.0,2016,Randy Ferguson,United States,Office Supplies,Labels
FUR-CH-10004477,RF-19345,7294,CA-2016-163167,28/11/2016,1/12/2016,Second Class,3,183.0,0.0,52.97,2016,Randy Ferguson,United States,Furniture,Chairs
FUR-FU-10000794,RF-19345,6939,CA-2015-106187,23/6/2015,29/6/2015,Standard Class,3,27.42,0.0,9.32,2015,Randy Ferguson,United States,Furniture,Furnishings
OFF-ST-10004459,RF-19345,6265,CA-2016-163167,28/11/2016,1/12/2016,Second Class,3,1126.02,0.0,56.3,2016,Randy Ferguson,United States,Office Supplies,Storage
OFF-ST-10003805,RF-19345,5392,CA-2016-163167,28/11/2016,1/12/2016,Second Class,6,1263.3,0.0,315.83,2016,Randy Ferguson,United States,Office Supplies,Storage
OFF-BI-10002103,RF-19345,5070,CA-2014-124079,13/12/2014,17/12/2014,Standard Class,2,5.214,0.7,-4.17,2014,Randy Ferguson,United States,Office Supplies,Binders
OFF-AP-10000124,RF-19345,4806,US-2014-114188,20/5/2014,22/5/2014,Second Class,4,33.28,0.0,9.32,2014,Randy Ferguson,United States,Office Supplies,Appliances
FUR-FU-10002553,RF-19345,4667,CA-2014-124079,13/12/2014,17/12/2014,Standard Class,3,87.96,0.2,7.7,2014,Randy Ferguson,United States,Furniture,Furnishings
TEC-AC-10003441,RF-19345,4524,CA-2016-163167,28/11/2016,1/12/2016,Second Class,6,101.7,0.0,6.1,2016,Randy Ferguson,United States,Technology,Accessories
OFF-BI-10000201,RF-19345,1356,CA-2014-148425,30/11/2014,4/12/2014,Standard Class,9,6.642,0.7,-4.43,2014,Randy Ferguson,United States,Office Supplies,Binders
FUR-FU-10000076,RF-19345,1023,US-2014-114188,20/5/2014,22/5/2014,Second Class,7,140.0,0.0,60.0,2014,Randy Ferguson,United States,Furniture,Furnishings
OFF-BI-10002931,RF-19345,105,CA-2014-141152,16/9/2014,19/9/2014,First Class,1,33.552,0.2,12.58,2014,Randy Ferguson,United States,Office Supplies,Binders
FUR-BO-10002213,CM-11935,7166,US-2016-135923,22/1/2016,28/1/2016,Standard Class,4,451.136,0.2,-67.67,2016,Carlos Meador,United States,Furniture,Bookcases
TEC-PH-10003095,CM-11935,5465,CA-2015-147816,24/9/2015,26/9/2015,Second Class,2,35.12,0.2,13.17,2015,Carlos Meador,United States,Technology,Phones
FUR-FU-10002107,CM-11935,5121,US-2016-135923,22/1/2016,28/1/2016,Standard Class,8,14.272,0.2,4.28,2016,Carlos Meador,United States,Furniture,Furnishings
OFF-AP-10000692,CM-11935,3768,US-2016-135923,22/1/2016,28/1/2016,Standard Class,4,64.864,0.2,6.49,2016,Carlos Meador,United States,Office Supplies,Appliances
OFF-LA-10000452,RB-19795,9643,US-2016-155971,6/6/2016,12/6/2016,Standard Class,7,22.05,0.0,10.58,2016,Ross Baird,United States,Office Supplies,Labels
OFF-EN-10004459,RB-19795,9621,CA-2014-141299,3/6/2014,7/6/2014,Second Class,2,15.28,0.0,7.49,2014,Ross Baird,United States,Office Supplies,Envelopes
OFF-BI-10004584,RB-19795,9113,US-2016-123750,15/4/2016,21/4/2016,Standard Class,2,190.0,0.7,-145.35,2016,Ross Baird,United States,Office Supplies,Binders
FUR-TA-10004154,RB-19795,8783,US-2017-110576,28/11/2017,2/12/2017,Standard Class,12,2065.32,0.4,-619.6,2017,Ross Baird,United States,Furniture,Tables
FUR-FU-10003601,RB-19795,8287,US-2017-110576,28/11/2017,2/12/2017,Standard Class,7,516.488,0.2,-12.91,2017,Ross Baird,United States,Furniture,Furnishings
OFF-ST-10003716,RB-19795,8125,US-2016-168620,24/12/2016,28/12/2016,Second Class,3,540.048,0.2,-47.25,2016,Ross Baird,United States,Office Supplies,Storage
OFF-BI-10001524,RB-19795,7087,US-2015-150161,25/7/2015,29/7/2015,Standard Class,4,25.176,0.7,-18.46,2015,Ross Baird,United States,Office Supplies,Binders
OFF-LA-10000240,RB-19795,7083,CA-2017-100748,13/5/2017,20/5/2017,Standard Class,8,58.48,0.0,27.49,2017,Ross Baird,United States,Office Supplies,Labels
TEC-AC-10004469,RB-19795,6349,US-2016-168620,24/12/2016,28/12/2016,Second Class,8,255.68,0.2,76.7,2016,Ross Baird,United States,Technology,Accessories
OFF-BI-10001575,RB-19795,5750,US-2016-168620,24/12/2016,28/12/2016,Second Class,3,27.882,0.7,-20.45,2016,Ross Baird,United States,Office Supplies,Binders
OFF-PA-10000788,RB-19795,4313,US-2017-110576,28/11/2017,2/12/2017,Standard Class,3,15.552,0.2,5.44,2017,Ross Baird,United States,Office Supplies,Paper
TEC-AC-10001714,RB-19795,3528,CA-2017-157672,5/10/2017,7/10/2017,First Class,2,63.824,0.2,13.56,2017,Ross Baird,United States,Technology,Accessories
TEC-AC-10004659,RB-19795,3434,US-2016-123750,15/4/2016,21/4/2016,Standard Class,7,408.744,0.2,76.64,2016,Ross Baird,United States,Technology,Accessories
OFF-PA-10000210,RB-19795,3114,US-2016-155971,6/6/2016,12/6/2016,Standard Class,5,99.9,0.0,46.95,2016,Ross Baird,United States,Office Supplies,Paper
FUR-FU-10000576,RB-19795,2754,US-2017-110576,28/11/2017,2/12/2017,Standard Class,6,1007.232,0.2,75.54,2017,Ross Baird,United States,Furniture,Furnishings
OFF-PA-10002479,RB-19795,1690,US-2017-110576,28/11/2017,2/12/2017,Standard Class,6,25.344,0.2,7.92,2017,Ross Baird,United States,Office Supplies,Paper
TEC-AC-10004659,RB-19795,1680,US-2016-123750,15/4/2016,21/4/2016,Standard Class,5,291.96,0.2,54.74,2016,Ross Baird,United States,Technology,Accessories
OFF-ST-10000617,RB-19795,663,US-2016-123750,15/4/2016,21/4/2016,Standard Class,2,4.768,0.2,-0.77,2016,Ross Baird,United States,Office Supplies,Storage
TEC-AC-10004901,CJ-12010,9937,CA-2017-144491,27/3/2017,1/4/2017,Standard Class,1,39.992,0.2,7.0,2017,Caroline Jumper,United States,Technology,Accessories
OFF-AR-10002221,CJ-12010,9006,CA-2016-122392,22/7/2016,27/7/2016,Standard Class,2,4.16,0.2,0.36,2016,Caroline Jumper,United States,Office Supplies,Art
OFF-BI-10000309,CJ-12010,8446,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,7,85.232,0.2,30.9,2016,Caroline Jumper,United States,Office Supplies,Binders
FUR-CH-10004063,CJ-12010,8371,CA-2017-144491,27/3/2017,1/4/2017,Standard Class,3,600.558,0.3,-8.58,2017,Caroline Jumper,United States,Furniture,Chairs
OFF-FA-10000611,CJ-12010,7847,CA-2017-150469,26/1/2017,30/1/2017,Standard Class,8,11.84,0.0,5.68,2017,Caroline Jumper,United States,Office Supplies,Fasteners
FUR-BO-10003272,CJ-12010,7823,US-2016-112977,10/3/2016,16/3/2016,Standard Class,1,176.784,0.2,-22.1,2016,Caroline Jumper,United States,Furniture,Bookcases
FUR-CH-10002024,CJ-12010,7693,CA-2017-102204,1/5/2017,6/5/2017,Standard Class,5,2803.92,0.2,0.0,2017,Caroline Jumper,United States,Furniture,Chairs
FUR-FU-10001940,CJ-12010,7430,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,8,63.68,0.0,28.02,2016,Caroline Jumper,United States,Furniture,Furnishings
FUR-CH-10002084,CJ-12010,6941,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,4,442.764,0.1,59.04,2016,Caroline Jumper,United States,Furniture,Chairs
TEC-AC-10001767,CJ-12010,6472,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,5,199.95,0.0,21.99,2016,Caroline Jumper,United States,Technology,Accessories
OFF-AP-10000179,CJ-12010,6380,US-2016-161683,3/12/2016,8/12/2016,Standard Class,4,394.816,0.2,93.77,2016,Caroline Jumper,United States,Office Supplies,Appliances
OFF-SU-10001212,CJ-12010,6022,CA-2017-102204,1/5/2017,6/5/2017,Standard Class,2,3.328,0.2,0.42,2017,Caroline Jumper,United States,Office Supplies,Supplies
OFF-AR-10004344,CJ-12010,5717,CA-2017-122105,24/6/2017,28/6/2017,Standard Class,8,95.92,0.0,25.9,2017,Caroline Jumper,United States,Office Supplies,Art
TEC-MA-10000488,CJ-12010,4860,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,5,3999.95,0.0,1159.99,2016,Caroline Jumper,United States,Technology,Machines
FUR-FU-10002456,CJ-12010,4442,CA-2016-122392,22/7/2016,27/7/2016,Standard Class,2,11.648,0.2,3.35,2016,Caroline Jumper,United States,Furniture,Furnishings
FUR-TA-10001889,CJ-12010,3290,CA-2017-102204,1/5/2017,6/5/2017,Standard Class,4,933.262,0.45,-458.15,2017,Caroline Jumper,United States,Furniture,Tables
FUR-BO-10001811,CJ-12010,3021,CA-2017-144491,27/3/2017,1/4/2017,Standard Class,5,1023.332,0.32,-30.1,2017,Caroline Jumper,United States,Furniture,Bookcases
OFF-BI-10001072,CJ-12010,1712,US-2016-161683,3/12/2016,8/12/2016,Standard Class,4,18.192,0.7,-14.55,2016,Caroline Jumper,United States,Office Supplies,Binders
FUR-CH-10001714,CJ-12010,996,CA-2017-144491,27/3/2017,1/4/2017,Standard Class,2,211.246,0.3,-66.39,2017,Caroline Jumper,United States,Furniture,Chairs
OFF-LA-10003923,CJ-12010,812,CA-2016-128818,7/5/2016,11/5/2016,Standard Class,3,44.4,0.0,22.2,2016,Caroline Jumper,United States,Office Supplies,Labels
OFF-AP-10000595,ND-18370,9122,CA-2016-130778,19/11/2016,25/11/2016,Standard Class,2,8.74,0.0,2.27,2016,Natalie DeCherney,United States,Office Supplies,Appliances
TEC-PH-10000673,ND-18370,7785,CA-2014-148915,1/11/2014,5/11/2014,Standard Class,3,155.976,0.2,54.59,2014,Natalie DeCherney,United States,Technology,Phones
OFF-BI-10000632,ND-18370,7101,US-2017-156356,16/4/2017,22/4/2017,Standard Class,3,26.046,0.8,-44.28,2017,Natalie DeCherney,United States,Office Supplies,Binders
OFF-BI-10003984,ND-18370,6779,US-2017-117331,21/10/2017,28/10/2017,Standard Class,1,8.559,0.7,-6.56,2017,Natalie DeCherney,United States,Office Supplies,Binders
OFF-BI-10001107,ND-18370,6267,US-2017-156356,16/4/2017,22/4/2017,Standard Class,1,2.896,0.8,-4.78,2017,Natalie DeCherney,United States,Office Supplies,Binders
OFF-BI-10004970,ND-18370,5649,CA-2017-105410,19/3/2017,22/3/2017,First Class,6,19.824,0.2,6.69,2017,Natalie DeCherney,United States,Office Supplies,Binders
TEC-AC-10001552,ND-18370,4725,CA-2017-105410,19/3/2017,22/3/2017,First Class,2,100.0,0.0,10.95,2017,Natalie DeCherney,United States,Technology,Accessories
OFF-PA-10000349,ND-18370,3679,CA-2015-114069,13/7/2015,15/7/2015,Second Class,2,9.96,0.0,4.68,2015,Natalie DeCherney,United States,,
OFF-ST-10002301,ND-18370,3542,US-2017-156356,16/4/2017,22/4/2017,Standard Class,2,32.544,0.2,-7.73,2017,Natalie DeCherney,United States,Office Supplies,Storage
OFF-ST-10001128,ND-18370,3493,CA-2014-148915,1/11/2014,5/11/2014,Standard Class,5,443.92,0.2,-94.33,2014,Natalie DeCherney,United States,Office Supplies,Storage
FUR-CH-10000422,ND-18370,3045,CA-2014-109232,13/1/2014,16/1/2014,Second Class,6,545.94,0.0,87.35,2014,Natalie DeCherney,United States,Furniture,Chairs
OFF-PA-10003641,ND-18370,2532,CA-2016-145247,5/5/2016,7/5/2016,First Class,3,79.14,0.0,36.0,2016,Natalie DeCherney,United States,Office Supplies,Paper
TEC-AC-10002926,ND-18370,2427,CA-2017-105410,19/3/2017,22/3/2017,First Class,4,199.96,0.0,85.98,2017,Natalie DeCherney,United States,Technology,Accessories
OFF-PA-10001509,ND-18370,2170,CA-2016-130778,19/11/2016,25/11/2016,Standard Class,5,44.75,0.0,20.58,2016,Natalie DeCherney,United States,Office Supplies,Paper
OFF-BI-10000320,ND-18370,2068,CA-2015-114069,13/7/2015,15/7/2015,Second Class,2,11.808,0.2,4.28,2015,Natalie DeCherney,United States,Office Supplies,Binders
TEC-AC-10001990,ND-18370,1370,CA-2017-128699,3/12/2017,5/12/2017,Second Class,1,47.992,0.2,7.2,2017,Natalie DeCherney,United States,Technology,Accessories
TEC-PH-10000038,ND-18370,1127,CA-2017-105410,19/3/2017,22/3/2017,First Class,6,658.0,0.2,-131.5,2017,Natalie DeCherney,United States,Technology,Phones
FUR-CH-10000595,ND-18370,260,CA-2015-114069,13/7/2015,15/7/2015,Second Class,9,1931.04,0.1,321.84,2015,Natalie DeCherney,United States,Furniture,Chairs
OFF-ST-10000934,CM-12715,9812,CA-2014-104563,7/3/2014,12/3/2014,Standard Class,5,204.9,0.0,0.0,2014,Craig M 876olinari,United States,Office Supplies,Storage
FUR-BO-10001811,CM-12715,9732,CA-2015-133585,1/3/2015,4/3/2015,First Class,6,1227.9984,0.32,-36.12,2015,Craig M 876olinari,United States,Furniture,Bookcases
OFF-AR-10003696,CM-12715,8092,CA-2015-133585,1/3/2015,4/3/2015,First Class,2,55.328,0.2,6.22,2015,Craig M 876olinari,United States,Office Supplies,Art
OFF-BI-10004140,CM-12715,7382,CA-2014-103492,10/10/2014,15/10/2014,Standard Class,1,1.0,0.8,-1.57,2014,Craig M 876olinari,United States,,
OFF-BI-10004817,CM-12715,6297,CA-2014-103492,10/10/2014,15/10/2014,Standard Class,5,11.98,0.8,-19.17,2014,Craig M 876olinari,United States,Office Supplies,Binders
FUR-CH-10002780,CM-12715,5888,CA-2014-104563,7/3/2014,12/3/2014,Standard Class,6,436.704,0.2,21.84,2014,Craig M 876olinari,United States,Furniture,Chairs
OFF-AR-10000390,CM-12715,5524,CA-2014-104563,7/3/2014,12/3/2014,Standard Class,5,20.65,0.0,9.5,2014,Craig M 876olinari,United States,Office Supplies,Art
OFF-BI-10003274,CM-12715,5133,CA-2014-144974,26/9/2014,30/9/2014,Standard Class,5,5.97,0.7,-4.58,2014,Craig M 876olinari,United States,Office Supplies,Binders
FUR-CH-10004495,CM-12715,5098,CA-2014-104563,7/3/2014,12/3/2014,Standard Class,2,481.568,0.2,54.18,2014,Craig M 876olinari,United States,Furniture,Chairs
FUR-FU-10001095,CM-12715,4943,CA-2014-144974,26/9/2014,30/9/2014,Standard Class,1,21.184,0.2,4.77,2014,Craig M 876olinari,United States,Furniture,Furnishings
OFF-AP-10001492,CM-12715,3725,CA-2014-144974,26/9/2014,30/9/2014,Standard Class,6,41.376,0.2,3.1,2014,Craig M 876olinari,United States,Office Supplies,Appliances
TEC-PH-10001128,CM-12715,3351,CA-2014-103492,10/10/2014,15/10/2014,Standard Class,6,719.952,0.2,72.0,2014,Craig M 876olinari,United States,Technology,Phones
TEC-PH-10004667,CM-12715,2903,CA-2014-103492,10/10/2014,15/10/2014,Standard Class,7,755.944,0.2,66.15,2014,Craig M 876olinari,United States,Technology,Phones
OFF-FA-10001843,VM-21835,9968,US-2017-166394,4/9/2017,6/9/2017,Second Class,6,14.82,0.0,6.97,2017,Vivian Mathis,United States,,
OFF-AR-10003478,VM-21835,7182,US-2014-129609,22/3/2014,22/3/2014,Same Day,2,16.28,0.0,6.51,2014,Vivian Mathis,United States,Office Supplies,Art
OFF-BI-10000962,VM-21835,5724,CA-2016-115476,17/3/2016,17/3/2016,Same Day,2,32.54,0.0,15.94,2016,Vivian Mathis,United States,Office Supplies,Binders
TEC-AC-10004518,VM-21835,4838,US-2016-123610,12/5/2016,16/5/2016,Standard Class,6,120.0,0.0,46.8,2016,Vivian Mathis,United States,Technology,Accessories
OFF-AP-10002222,VM-21835,4040,US-2016-123610,12/5/2016,16/5/2016,Standard Class,1,8.67,0.0,2.34,2016,Vivian Mathis,United States,,
